Order_ID,Order_Date,Ship_Date,Sales_Channel,Warehouse_Code,Region,State,City,Customer_Name,Customer_Segment,Product_Category,Product_Name,Unit_Price,Unit_Cost,Quantity,Total_Revenue,Total_Cost,Profit,Discount_Percent,Sales_Rep
SO-10275,2023-08-27,2023-08-30,Online,WARE-ATL5509,Southwest,Arizona,Chandler,Global Unity Supply,Retail,Clothing,Swimwear,49.99,19.0,18,809.82,342.0,467.82,10,Rachel Scott
SO-10276,2022-05-12,2022-05-17,Wholesale,WARE-MCD2201,West,Idaho,Nampa,Core Pioneer Commerce,Government,Office Supplies,Letter Opener,14.99,5.0,4,50.96,20.0,30.96,15,Emily Johnson
SO-10277,2022-05-17,2022-05-22,In-Store,WARE-UHY1004,Midwest,Missouri,Springfield,Sterling Swift Solutions,Small Business,Furniture,Lateral File Cabinet,399.99,192.0,5,1759.95,960.0,799.95,12,Rachel Scott
SO-10278,2023-10-28,2023-11-02,Wholesale,WARE-ATL5509,Southwest,Colorado,Aurora,Atlantic Apex Commerce,Government,Office Supplies,Wireless Keyboard,89.99,38.0,6,512.94,228.0,284.94,5,David Park
SO-10279,2022-04-20,2022-04-25,In-Store,WARE-PJW3508,Southwest,Colorado,Fort Collins,Metro Elite Co,Enterprise,Electronics,USB Microphone,179.99,78.0,1,179.99,78.0,101.99,0,Robert Adams
SO-10280,2023-04-09,2023-04-15,In-Store,WARE-ATL5509,Northeast,New Jersey,Jersey City,National Swift Trading,Enterprise,Electronics,Drone Camera,799.99,400.0,4,2815.96,1600.0,1215.96,12,James Carter
SO-10281,2022-02-25,2022-03-03,Distributor,WARE-ATL5509,West,Utah,West Jordan,Core Digital Group,Government,Furniture,Laptop Cart,299.99,145.0,1,290.99,145.0,145.99,3,Rachel Scott
SO-10282,2023-12-01,2023-12-05,Online,WARE-MCD2201,South,Tennessee,Knoxville,Unity Atlantic Trading,Enterprise,Clothing,Chinos,74.99,30.0,7,524.93,210.0,314.93,0,Kevin Williams
SO-10283,2022-12-05,2022-12-11,Online,WARE-ATL5509,Midwest,Michigan,Grand Rapids,Metro Summit Solutions,Enterprise,Furniture,Standing Desk,699.99,350.0,32,22399.68,11200.0,11199.68,0,Amanda Torres
SO-10284,2022-11-22,2022-12-02,Wholesale,WARE-ATL5509,Southeast,Delaware,Newark,Pacific Unity Corp,Government,Electronics,Digital Whiteboard,1999.99,1100.0,17,29919.83,18700.0,11219.83,12,David Park
SO-10285,2022-12-06,2022-12-11,Online,WARE-NBV1002,Northeast,Rhode Island,Cranston,Core Unity Enterprises,Enterprise,Office Supplies,Ergonomic Mouse,59.99,24.0,24,1396.56,576.0,820.56,3,Amanda Torres
SO-10286,2023-11-30,2023-12-05,Distributor,WARE-NBV1002,South,South Carolina,Rock Hill,Coastal Advanced Commerce,Government,Office Supplies,Printer Cartridges,89.99,32.0,23,2069.77,736.0,1333.77,0,Lisa Chen
SO-10287,2022-02-14,2022-02-21,Online,WARE-UHY1004,Southeast,Kentucky,Covington,Pioneer Unity LLC,Government,Clothing,Athleisure Set,119.99,50.0,10,1163.9,500.0,663.9,3,Kevin Williams
SO-10288,2023-03-11,2023-03-15,Wholesale,WARE-PJW3508,Northeast,Massachusetts,Worcester,Pacific Summit Inc,Corporate,Office Supplies,Ergonomic Mouse,59.99,24.0,4,220.76,96.0,124.76,8,Sarah Mitchell
SO-10289,2022-03-14,2022-03-24,Wholesale,WARE-MCD2201,Northeast,New York,Buffalo,Coastal Digital Retail,Enterprise,Furniture,Laptop Cart,299.99,145.0,8,2207.92,1160.0,1047.92,8,James Carter
SO-10290,2024-01-08,2024-01-14,Online,WARE-PJW3508,West,Washington,Everett,Metro Pacific Solutions,Enterprise,Electronics,Kindle Paperwhite,139.99,62.0,3,356.97,186.0,170.97,15,Rachel Scott
SO-10291,2023-11-08,2023-11-13,Wholesale,WARE-ATL5509,Northeast,New Jersey,Elizabeth,National Summit Supply,Enterprise,Clothing,Velvet Blazer,179.99,80.0,4,633.56,320.0,313.56,12,Robert Adams
SO-10292,2022-02-12,2022-02-17,Distributor,WARE-UHY1004,Midwest,Indiana,Indianapolis,Swift Swift LLC,Enterprise,Office Supplies,Label Printer,179.99,82.0,1,165.59,82.0,83.59,8,Emily Johnson
SO-10293,2022-08-15,2022-08-22,Online,WARE-ATL5509,West,Idaho,Nampa,Atlantic Premier Retail,Retail,Office Supplies,Projector,699.99,340.0,21,14258.79,7140.0,7118.79,3,Kevin Williams
SO-10294,2022-07-22,2022-07-27,In-Store,WARE-NBV1002,Northeast,New Jersey,Newark,Apex Summit Retail,Enterprise,Furniture,Corner Desk,699.99,345.0,20,13299.8,6900.0,6399.8,5,Rachel Scott
SO-10295,2022-12-03,2022-12-09,Distributor,WARE-MCD2201,Northeast,Pennsylvania,Allentown,Bright Bright Solutions,Small Business,Clothing,Golf Polo,64.99,26.0,22,1429.78,572.0,857.78,0,James Carter
SO-10296,2023-01-04,2023-01-10,Distributor,WARE-PJW3508,Midwest,Minnesota,Saint Paul,Horizon Digital Enterprises,Retail,Clothing,Rain Jacket,99.99,42.0,5,474.95,210.0,264.95,5,Kevin Williams
SO-10297,2022-05-24,2022-05-28,Online,WARE-ATL5509,Northeast,Connecticut,Waterbury,Pacific Global Commerce,Government,Electronics,Desktop Computer,1499.99,890.0,18,26999.82,16020.0,10979.82,0,David Park
SO-10298,2023-07-07,2023-07-13,Distributor,WARE-UHY1004,Southeast,Virginia,Virginia Beach,Apex Coastal Group,Retail,Furniture,Laptop Cart,299.99,145.0,17,5099.83,2465.0,2634.83,0,Kevin Williams
SO-10299,2022-01-11,2022-01-18,Wholesale,WARE-UHY1004,Southeast,North Carolina,Durham,Premier Unity Corp,Small Business,Furniture,Partition Wall,349.99,168.0,8,2379.92,1344.0,1035.92,15,Rachel Scott
SO-10300,2022-02-11,2022-02-17,In-Store,WARE-NBV1002,Southeast,District of Columbia,Washington,Pacific Advanced Solutions,Small Business,Clothing,Turtleneck,59.99,24.0,8,465.52,192.0,273.52,3,Kevin Williams
SO-10301,2022-02-10,2022-02-13,In-Store,WARE-MCD2201,Midwest,Missouri,Columbia,Advanced Advanced Distributors,Retail,Clothing,Formal Jacket,129.99,55.0,11,1258.29,605.0,653.29,12,Lisa Chen
SO-10302,2022-08-17,2022-08-22,Online,WARE-ATL5509,Southeast,District of Columbia,Washington,Horizon Horizon Distributors,Small Business,Furniture,Bookshelf,249.99,110.0,18,4274.82,1980.0,2294.82,5,Amanda Torres
SO-10303,2022-06-03,2022-06-07,Distributor,WARE-NBV1002,South,Tennessee,Nashville,Atlantic National Trading,Retail,Furniture,Modular Sofa,1499.99,750.0,7,8924.93,5250.0,3674.93,15,Amanda Torres
SO-10304,2023-02-25,2023-03-01,In-Store,WARE-ATL5509,West,Colorado,Lakewood,Bright Bright Corp,Corporate,Office Supplies,Ink Tank Printer,399.99,195.0,1,399.99,195.0,204.99,0,Rachel Scott
SO-10305,2023-06-14,2023-06-19,In-Store,WARE-MCD2201,South,Texas,San Antonio,Global Sterling LLC,Government,Furniture,Work Bench,549.99,270.0,14,6544.86,3780.0,2764.86,15,Amanda Torres
SO-10306,2022-05-27,2022-06-02,Distributor,WARE-MCD2201,West,Oregon,Salem,Advanced Premier Supply,Government,Clothing,Country Boots,119.99,52.0,6,633.54,312.0,321.54,12,Rachel Scott
SO-10307,2022-04-22,2022-04-26,Online,WARE-UHY1004,Northeast,Pennsylvania,Erie,Central Summit Distributors,Retail,Clothing,Casual Pants,69.99,28.0,1,61.59,28.0,33.59,12,Rachel Scott
SO-10308,2023-05-09,2023-05-19,Wholesale,WARE-PJW3508,Southeast,North Carolina,Winston-Salem,Global Central Commerce,Corporate,Electronics,iPad Pro,1099.99,680.0,5,4839.95,3400.0,1439.95,12,Kevin Williams
SO-10309,2023-08-27,2023-08-30,Online,WARE-PJW3508,West,Colorado,Fort Collins,Advanced Horizon Group,Government,Clothing,Turtleneck,59.99,24.0,20,1199.8,480.0,719.8,0,Kevin Williams
SO-10310,2024-02-01,2024-02-06,In-Store,WARE-PJW3508,West,Arizona,Tucson,Unity Global Trading,Retail,Electronics,Digital Whiteboard,1999.99,1100.0,1,1999.99,1100.0,899.99,0,Lisa Chen
SO-10311,2023-07-03,2023-07-08,Wholesale,WARE-ATL5509,Northeast,Connecticut,Stamford,Advanced Coastal Group,Government,Furniture,Ergonomic Chair Pro,449.99,218.0,15,5737.35,3270.0,2467.35,15,Amanda Torres
SO-10312,2022-11-11,2022-11-17,In-Store,WARE-MCD2201,South,Alabama,Tuscaloosa,Summit Atlantic Supply,Small Business,Clothing,Rain Jacket,99.99,42.0,25,2299.75,1050.0,1249.75,8,Sarah Mitchell
SO-10313,2023-09-21,2023-09-25,Wholesale,WARE-NBV1002,South,Oklahoma,Broken Arrow,Pacific Summit Enterprises,Corporate,Furniture,Laptop Cart,299.99,145.0,2,599.98,290.0,309.98,0,Michael Brown
SO-10314,2023-01-29,2023-02-04,In-Store,WARE-MCD2201,South,Alabama,Birmingham,Sterling Core Inc,Retail,Electronics,Bloomberg Terminal,5999.99,3800.0,13,68639.87,49400.0,19239.87,12,James Carter
SO-10315,2024-03-13,2024-03-18,Online,WARE-PJW3508,South,Oklahoma,Norman,Core Premier Retail,Small Business,Office Supplies,Printer Cartridges,89.99,32.0,17,1483.93,544.0,939.93,3,James Carter
SO-10316,2023-11-17,2023-11-22,Online,WARE-NBV1002,South,Florida,Fort Lauderdale,Unity Global Supply,Government,Clothing,Turtleneck,59.99,24.0,28,1629.32,672.0,957.32,3,Michael Brown
SO-10317,2023-09-13,2023-09-18,In-Store,WARE-MCD2201,Southwest,Wyoming,Laramie,Bright Global Co,Government,Furniture,Lounge Chair,399.99,195.0,7,2575.93,1365.0,1210.93,8,Sarah Mitchell
SO-10318,2022-04-30,2022-05-10,Wholesale,WARE-MCD2201,Southeast,North Carolina,Winston-Salem,Bright Advanced Supply,Government,Furniture,Office Chair,299.99,145.0,17,4487.83,2465.0,2022.83,12,Amanda Torres
SO-10319,2022-01-29,2022-02-01,In-Store,WARE-PJW3508,South,Alabama,Mobile,Coastal National Retail,Retail,Clothing,Running Shoes,89.99,38.0,16,1439.84,608.0,831.84,0,Lisa Chen
SO-10320,2022-10-22,2022-10-27,Wholesale,WARE-PJW3508,Southeast,Delaware,Wilmington,Pacific Swift Corp,Enterprise,Furniture,Lounge Chair,399.99,195.0,3,1139.97,585.0,554.97,5,Emily Johnson
SO-10321,2024-01-25,2024-01-29,In-Store,WARE-UHY1004,Southeast,Maryland,Frederick,Advanced Elite Group,Government,Office Supplies,Desk Organizer,29.99,11.0,7,203.63,77.0,126.63,3,Lisa Chen
SO-10322,2023-11-11,2023-11-17,Distributor,WARE-MCD2201,South,Florida,Orlando,Metro Horizon Solutions,Government,Electronics,Laptop Cooling Pad,49.99,19.0,34,1495.66,646.0,849.66,12,Michael Brown
SO-10323,2022-08-16,2022-08-19,Online,WARE-ATL5509,West,Oregon,Hillsboro,Central Horizon Commerce,Enterprise,Furniture,Bookshelf,249.99,110.0,20,4399.8,2200.0,2199.8,12,David Park
SO-10324,2023-06-15,2023-06-19,Online,WARE-PJW3508,Southwest,Nevada,North Las Vegas,Global Elite Trading,Enterprise,Electronics,Portable Projector,499.99,245.0,16,7999.84,3920.0,4079.84,0,Rachel Scott
SO-10325,2022-10-03,2022-10-13,Wholesale,WARE-UHY1004,Midwest,Michigan,Ann Arbor,Apex Premier Enterprises,Retail,Furniture,Lounge Chair,399.99,195.0,16,6079.84,3120.0,2959.84,5,Lisa Chen
SO-10326,2023-08-09,2023-08-23,Wholesale,WARE-MCD2201,Midwest,Missouri,Springfield,Atlantic Advanced Group,Small Business,Clothing,Chinos,74.99,30.0,6,436.44,180.0,256.44,3,Robert Adams
SO-10327,2023-03-08,2023-03-11,Distributor,WARE-PJW3508,Southwest,Nevada,North Las Vegas,Swift Pioneer Enterprises,Government,Electronics,Bluetooth Speaker,149.99,58.0,16,2111.84,928.0,1183.84,12,Rachel Scott
SO-10328,2022-08-09,2022-08-14,Distributor,WARE-PJW3508,Northeast,Vermont,Burlington,Digital Pioneer Co,Government,Office Supplies,Printer Cartridges,89.99,32.0,10,899.9,320.0,579.9,0,Kevin Williams
SO-10329,2022-12-26,2022-12-31,Distributor,WARE-ATL5509,Midwest,Indiana,Indianapolis,Premier Sterling Solutions,Retail,Clothing,Summer Dress,79.99,30.0,15,1055.85,450.0,605.85,12,Amanda Torres
SO-10330,2023-10-09,2023-10-16,Wholesale,WARE-NBV1002,Northeast,Vermont,Montpelier,Central Core Distributors,Corporate,Furniture,Lateral File Cabinet,399.99,192.0,5,1899.95,960.0,939.95,5,Robert Adams
SO-10331,2022-10-26,2022-11-01,Wholesale,WARE-MCD2201,Midwest,Minnesota,Rochester,Advanced Digital Solutions,Small Business,Furniture,Accent Table,199.99,92.0,9,1655.91,828.0,827.91,8,Robert Adams
SO-10332,2023-12-19,2023-12-23,Wholesale,WARE-ATL5509,Northeast,Connecticut,New Haven,Atlantic Atlantic LLC,Corporate,Furniture,Adjustable Monitor Stand,129.99,58.0,8,956.72,464.0,492.72,8,James Carter
SO-10333,2023-09-25,2023-09-28,Distributor,WARE-MCD2201,West,Idaho,Boise,Sterling National Group,Small Business,Electronics,GPU Card,999.99,620.0,5,4599.95,3100.0,1499.95,8,Robert Adams
SO-10334,2023-11-11,2023-11-18,Distributor,WARE-ATL5509,Southeast,Kentucky,Lexington,Horizon Digital Commerce,Retail,Electronics,MacBook Air,1499.99,950.0,25,35624.75,23750.0,11874.75,5,Robert Adams
SO-10335,2024-02-06,2024-02-11,In-Store,WARE-NBV1002,Southwest,Nevada,Sparks,Sterling Apex Enterprises,Retail,Clothing,Board Shorts,54.99,21.0,14,677.46,294.0,383.46,12,Michael Brown
SO-10336,2022-01-11,2022-01-16,Online,WARE-MCD2201,Midwest,Missouri,Springfield,Apex Sterling Enterprises,Retail,Office Supplies,Heavy Duty Punch,79.99,34.0,1,79.99,34.0,45.99,0,Michael Brown
SO-10337,2023-07-16,2023-07-20,In-Store,WARE-MCD2201,Northeast,Vermont,Rutland,Central Coastal Group,Retail,Office Supplies,Ergonomic Chair,349.99,175.0,13,4003.87,2275.0,1728.87,12,Emily Johnson
SO-10338,2024-02-22,2024-02-26,Online,WARE-UHY1004,Midwest,Ohio,Toledo,Advanced Central Group,Small Business,Office Supplies,Card Reader,39.99,15.0,9,316.71,135.0,181.71,12,Michael Brown
SO-10339,2023-12-19,2023-12-23,Online,WARE-UHY1004,Northeast,Maine,Auburn,Summit Metro Commerce,Corporate,Clothing,Rain Jacket,99.99,42.0,34,3399.66,1428.0,1971.66,0,Michael Brown
SO-10340,2022-04-03,2022-04-05,Wholesale,WARE-PJW3508,Midwest,Michigan,Sterling Heights,Pioneer Central Co,Retail,Electronics,Gaming Console,499.99,250.0,5,2424.95,1250.0,1174.95,3,James Carter
SO-10341,2024-03-05,2024-03-08,Wholesale,WARE-NBV1002,Midwest,Ohio,Cleveland,Premier Elite Co,Corporate,Electronics,Desktop Computer,1499.99,890.0,13,17549.87,11570.0,5979.87,10,Emily Johnson
SO-10342,2023-04-17,2023-04-22,Distributor,WARE-PJW3508,West,New Mexico,Las Cruces,Horizon Coastal Retail,Small Business,Electronics,Smart Watch,399.99,180.0,4,1551.96,720.0,831.96,3,James Carter
SO-10343,2022-11-02,2022-11-07,Wholesale,WARE-PJW3508,Southwest,Arizona,Mesa,Elite Atlantic Group,Corporate,Clothing,Board Shorts,54.99,21.0,15,824.85,315.0,509.85,0,Robert Adams
SO-10344,2022-01-10,2022-01-15,Online,WARE-UHY1004,Midwest,Nebraska,Omaha,Core Summit Solutions,Small Business,Clothing,Sports Jacket,109.99,46.0,2,197.98,92.0,105.98,10,Amanda Torres
SO-10345,2023-10-23,2023-10-29,Distributor,WARE-ATL5509,Northeast,Rhode Island,Providence,Summit Horizon Group,Enterprise,Electronics,Drone Camera,799.99,400.0,5,3999.95,2000.0,1999.95,0,Amanda Torres
SO-10346,2024-01-12,2024-01-16,Distributor,WARE-ATL5509,Southwest,Utah,Salt Lake City,Horizon Digital Commerce,Retail,Clothing,Turtleneck,59.99,24.0,5,299.95,120.0,179.95,0,Emily Johnson
SO-10347,2024-01-20,2024-01-24,In-Store,WARE-MCD2201,Southeast,Virginia,Newport News,Swift Premier LLC,Enterprise,Furniture,Office Chair,299.99,145.0,15,3824.85,2175.0,1649.85,15,Michael Brown
SO-10348,2023-06-03,2023-06-09,In-Store,WARE-PJW3508,Southeast,Maryland,Gaithersburg,Core Apex Distributors,Corporate,Electronics,Smartband,199.99,88.0,14,2799.86,1232.0,1567.86,0,Kevin Williams
SO-10349,2022-06-07,2022-06-11,Online,WARE-NBV1002,West,Colorado,Lakewood,Pioneer Atlantic LLC,Small Business,Clothing,Linen Pants,64.99,26.0,21,1255.59,546.0,709.59,8,Robert Adams
SO-10350,2022-04-12,2022-04-17,Distributor,WARE-NBV1002,Northeast,Pennsylvania,Philadelphia,Horizon Unity Distributors,Enterprise,Clothing,Denim Jacket,89.99,38.0,2,165.58,76.0,89.58,8,Emily Johnson
SO-10351,2023-11-03,2023-11-13,Wholesale,WARE-PJW3508,Southeast,District of Columbia,Washington,Digital Metro Solutions,Corporate,Electronics,Tablet Pro,899.99,450.0,34,30599.66,15300.0,15299.66,0,Rachel Scott
SO-10352,2022-03-21,2022-03-31,Wholesale,WARE-UHY1004,Midwest,Kansas,Wichita,Atlantic National Commerce,Small Business,Electronics,Smart TV 55,799.99,400.0,7,5599.93,2800.0,2799.93,0,Kevin Williams
SO-10353,2024-02-07,2024-02-12,Wholesale,WARE-MCD2201,Southwest,Utah,Orem,Bright Apex Retail,Corporate,Office Supplies,Calligraphy Set,39.99,15.0,18,719.82,270.0,449.82,0,Robert Adams
SO-10354,2022-06-11,2022-06-25,Distributor,WARE-PJW3508,South,Oklahoma,Broken Arrow,Apex Pioneer Commerce,Retail,Furniture,Hallway Table,279.99,132.0,19,4787.81,2508.0,2279.81,10,David Park
SO-10355,2023-07-13,2023-07-18,Wholesale,WARE-MCD2201,Southwest,Wyoming,Rock Springs,Advanced Apex Enterprises,Corporate,Office Supplies,Label Maker,59.99,24.0,8,422.32,192.0,230.32,12,James Carter
SO-10356,2022-01-07,2022-01-21,Distributor,WARE-ATL5509,Midwest,Nebraska,Omaha,Pioneer Global Supply,Government,Office Supplies,Heavy Duty Punch,79.99,34.0,10,775.9,340.0,435.9,3,Kevin Williams
SO-10357,2023-04-17,2023-04-21,In-Store,WARE-PJW3508,Southeast,Delaware,Dover,Apex Bright Group,Enterprise,Electronics,MacBook Air,1499.99,950.0,12,17099.88,11400.0,5699.88,5,Sarah Mitchell
SO-10358,2022-03-21,2022-03-27,Distributor,WARE-NBV1002,Southeast,West Virginia,Wheeling,Horizon Bright LLC,Government,Office Supplies,Letter Opener,14.99,5.0,11,164.89,55.0,109.89,0,David Park
SO-10359,2023-03-03,2023-03-10,Wholesale,WARE-NBV1002,Northeast,New York,Albany,Core Global Retail,Enterprise,Furniture,Storage Cabinet,449.99,215.0,4,1745.96,860.0,885.96,3,Kevin Williams
SO-10360,2023-05-30,2023-06-03,Online,WARE-UHY1004,Northeast,Rhode Island,East Providence,Digital Core Distributors,Retail,Office Supplies,Binding Machine,149.99,68.0,8,1103.92,544.0,559.92,8,Michael Brown
SO-10361,2023-05-03,2023-05-08,Wholesale,WARE-UHY1004,West,Oregon,Salem,Pacific Coastal Commerce,Small Business,Furniture,Executive Desk,1199.99,620.0,2,2279.98,1240.0,1039.98,5,Amanda Torres
SO-10362,2023-08-09,2023-08-14,Distributor,WARE-MCD2201,Southeast,Virginia,Richmond,National National LLC,Enterprise,Clothing,Board Shorts,54.99,21.0,8,387.12,168.0,219.12,12,Rachel Scott
SO-10363,2022-12-23,2022-12-27,Distributor,WARE-ATL5509,Northeast,Massachusetts,Cambridge,Global Sterling Corp,Retail,Clothing,Turtleneck,59.99,24.0,15,764.85,360.0,404.85,15,Rachel Scott
SO-10364,2023-12-03,2023-12-07,In-Store,WARE-PJW3508,South,Arkansas,Little Rock,Atlantic Metro Group,Corporate,Office Supplies,Filing Cabinet,199.99,95.0,26,5199.74,2470.0,2729.74,0,Lisa Chen
SO-10365,2022-01-24,2022-01-28,Distributor,WARE-ATL5509,Southwest,Arizona,Mesa,Elite Elite Commerce,Retail,Clothing,Athleisure Set,119.99,50.0,11,1161.49,550.0,611.49,12,Rachel Scott
SO-10366,2023-11-11,2023-11-15,Distributor,WARE-NBV1002,Southwest,Nevada,Las Vegas,Sterling Elite Supply,Retail,Clothing,Running Shoes,89.99,38.0,5,449.95,190.0,259.95,0,James Carter
SO-10367,2022-01-20,2022-01-27,Online,WARE-PJW3508,Northeast,Vermont,Rutland,National Coastal Commerce,Retail,Furniture,Corner Desk,699.99,345.0,10,6439.9,3450.0,2989.9,8,Rachel Scott
SO-10368,2023-04-14,2023-04-24,Distributor,WARE-PJW3508,Southeast,North Carolina,Raleigh,Metro National Commerce,Retail,Office Supplies,Card Reader,39.99,15.0,18,719.82,270.0,449.82,0,David Park
SO-10369,2022-12-27,2023-01-02,Distributor,WARE-MCD2201,Southwest,Nevada,Las Vegas,Unity Advanced Inc,Corporate,Furniture,Hallway Table,279.99,132.0,25,6789.75,3300.0,3489.75,3,Kevin Williams
SO-10370,2023-11-04,2023-11-07,In-Store,WARE-MCD2201,Midwest,Minnesota,Saint Paul,Unity Core Retail,Small Business,Furniture,Bookshelf,249.99,110.0,11,2529.89,1210.0,1319.89,8,Rachel Scott
SO-10371,2023-07-10,2023-07-14,In-Store,WARE-UHY1004,South,Mississippi,Biloxi,Bright Swift Retail,Enterprise,Furniture,Lateral File Cabinet,399.99,192.0,6,2399.94,1152.0,1247.94,0,Kevin Williams
SO-10372,2022-03-11,2022-03-16,Online,WARE-PJW3508,South,Mississippi,Gulfport,Premier Pioneer Corp,Retail,Office Supplies,Binding Machine,149.99,68.0,18,2699.82,1224.0,1475.82,0,David Park
SO-10373,2022-04-20,2022-04-24,In-Store,WARE-ATL5509,Midwest,Iowa,Davenport,Core Advanced Distributors,Small Business,Office Supplies,Filing Cabinet,199.99,95.0,5,849.95,475.0,374.95,15,Emily Johnson
SO-10374,2024-03-09,2024-03-12,Wholesale,WARE-MCD2201,Southwest,New Mexico,Rio Rancho,Horizon Apex Corp,Retail,Electronics,Portable Projector,499.99,245.0,16,6799.84,3920.0,2879.84,15,Robert Adams
SO-10375,2024-02-22,2024-03-03,Online,WARE-UHY1004,South,Tennessee,Memphis,National Elite Group,Retail,Electronics,Smart Display,349.99,165.0,1,321.99,165.0,156.99,8,Rachel Scott
SO-10376,2023-02-19,2023-02-25,Online,WARE-ATL5509,West,Nevada,North Las Vegas,Pioneer Coastal Distributors,Corporate,Office Supplies,Stapler Heavy Duty,29.99,11.0,2,55.18,22.0,33.18,8,Amanda Torres
SO-10377,2022-02-10,2022-02-15,Wholesale,WARE-PJW3508,West,California,Sacramento,Elite Sterling Enterprises,Enterprise,Clothing,Suit Set,299.99,135.0,18,5399.82,2430.0,2969.82,0,Amanda Torres
SO-10378,2023-06-14,2023-06-19,In-Store,WARE-ATL5509,South,Mississippi,Biloxi,Pacific Unity LLC,Government,Electronics,Portable Projector,499.99,245.0,6,2699.94,1470.0,1229.94,10,Robert Adams
SO-10379,2022-07-03,2022-07-08,Distributor,WARE-UHY1004,West,Utah,Provo,Digital Pacific Co,Corporate,Clothing,Business Casual Shirt,59.99,22.0,16,931.04,352.0,579.04,3,Sarah Mitchell
SO-10380,2023-12-26,2024-01-01,Wholesale,WARE-NBV1002,Northeast,Maine,Bangor,Core Premier Trading,Small Business,Electronics,USB Microphone,179.99,78.0,27,4276.53,2106.0,2170.53,12,Lisa Chen
SO-10381,2022-07-03,2022-07-08,In-Store,WARE-NBV1002,Southeast,Kentucky,Lexington,Digital Sterling Retail,Small Business,Office Supplies,Document Scanner,299.99,145.0,3,854.97,435.0,419.97,5,Emily Johnson
SO-10382,2023-05-26,2023-06-02,Wholesale,WARE-MCD2201,Northeast,New Jersey,Newark,Horizon National Group,Retail,Clothing,Athleisure Set,119.99,50.0,18,1835.82,900.0,935.82,15,Amanda Torres
SO-10383,2023-10-06,2023-10-13,Online,WARE-PJW3508,Northeast,New York,Buffalo,Metro Premier Corp,Corporate,Furniture,Bar Cart,299.99,140.0,18,5237.82,2520.0,2717.82,3,Robert Adams
SO-10384,2022-04-22,2022-05-06,In-Store,WARE-MCD2201,Northeast,New Jersey,Paterson,Sterling Core Retail,Government,Electronics,MacBook Pro 16,2499.99,1650.0,14,34999.86,23100.0,11899.86,0,Lisa Chen
SO-10385,2023-01-24,2023-01-30,In-Store,WARE-NBV1002,Northeast,Massachusetts,Springfield,Pacific Sterling Enterprises,Enterprise,Furniture,Reception Desk,849.99,430.0,3,2243.97,1290.0,953.97,12,Lisa Chen
SO-10386,2022-08-03,2022-08-06,Distributor,WARE-MCD2201,Southeast,West Virginia,Wheeling,Unity Pacific Enterprises,Government,Office Supplies,Wireless Keyboard,89.99,38.0,21,1606.29,798.0,808.29,15,Lisa Chen
SO-10387,2023-09-22,2023-09-27,In-Store,WARE-PJW3508,Midwest,Kansas,Topeka,Horizon Premier Distributors,Small Business,Furniture,Glass Desk,799.99,400.0,16,11519.84,6400.0,5119.84,10,James Carter
SO-10388,2022-08-01,2022-08-15,In-Store,WARE-NBV1002,Northeast,New York,Rochester,Metro Pioneer Solutions,Small Business,Electronics,Webcam HD,99.99,42.0,21,1931.79,882.0,1049.79,8,Michael Brown
SO-10389,2023-07-18,2023-07-24,Online,WARE-UHY1004,Midwest,Ohio,Cincinnati,Pioneer Pioneer Trading,Small Business,Furniture,Partition Wall,349.99,168.0,12,4199.88,2016.0,2183.88,0,Lisa Chen
SO-10390,2022-05-20,2022-05-24,Wholesale,WARE-NBV1002,Midwest,Iowa,Sioux City,Swift Pioneer Enterprises,Government,Electronics,Kindle Paperwhite,139.99,62.0,16,2015.84,992.0,1023.84,10,Michael Brown
SO-10391,2023-08-15,2023-08-21,Online,WARE-PJW3508,Southeast,District of Columbia,Washington,Pacific Summit Co,Retail,Electronics,Tablet Pro,899.99,450.0,12,10259.88,5400.0,4859.88,5,Kevin Williams
SO-10392,2023-09-02,2023-09-09,Wholesale,WARE-NBV1002,South,South Carolina,Rock Hill,Pioneer Metro Co,Retail,Clothing,Chinos,74.99,30.0,4,284.96,120.0,164.96,5,Emily Johnson
SO-10393,2022-11-06,2022-11-09,Online,WARE-MCD2201,Midwest,Iowa,Davenport,Elite Pacific Enterprises,Government,Office Supplies,Card Reader,39.99,15.0,14,559.86,210.0,349.86,0,Robert Adams
SO-10394,2022-05-27,2022-06-03,Online,WARE-MCD2201,South,Alabama,Mobile,Summit Elite Supply,Retail,Furniture,Office Chair,299.99,145.0,4,1055.96,580.0,475.96,12,Kevin Williams
SO-10395,2023-09-01,2023-09-05,Distributor,WARE-NBV1002,Northeast,New York,Albany,Atlantic Unity Retail,Government,Electronics,Laptop Cooling Pad,49.99,19.0,3,149.97,57.0,92.97,0,Michael Brown
SO-10396,2022-10-21,2022-10-26,In-Store,WARE-PJW3508,Southwest,Utah,Provo,Atlantic Advanced Corp,Corporate,Office Supplies,Filing Cabinet,199.99,95.0,9,1619.91,855.0,764.91,10,James Carter
SO-10397,2023-07-10,2023-07-15,In-Store,WARE-UHY1004,Southeast,Delaware,Smyrna,Summit Sterling Distributors,Corporate,Electronics,Tablet Pro,899.99,450.0,13,11114.87,5850.0,5264.87,5,Michael Brown
SO-10398,2022-05-14,2022-05-19,Online,WARE-MCD2201,Southeast,Maryland,Bowie,Atlantic Coastal Inc,Retail,Clothing,Formal Jacket,129.99,55.0,1,129.99,55.0,74.99,0,Robert Adams
